Ref Number,Date/time received,Page Title,Page URL,What's wrong,Details,Topic,Personal info (Y/N),Notes
05/20-0355,Fri May 15 2020 12:32:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,staying home from work to protect aged father. need to talk to someone,,,
05/20-0356,Fri May 15 2020 12:49:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0357,Fri May 15 2020 13:43:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,"I have not travelled outside of Canada recently, have not been in contact with a confirmed case, and have no symptoms, but I still want to be tested because I have underlying health conditions. How can I get a test? If I can’t right now, when?",,,
05/20-0358,Fri May 15 2020 14:18:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,List of symptoms,,,
05/20-0359,Fri May 15 2020 14:23:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,,,
05/20-0360,Fri May 15 2020 14:43:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Bloodclots,,,
05/20-0361,Fri May 15 2020 14:53:28 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,J'aimerais savoir si je peux allé au chalet de mon partenaire de pêche et si on peux covoituré pour s'y rendre ?,,,
05/20-0362,Fri May 15 2020 15:43:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0363,Fri May 15 2020 15:43:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,phone number to call covid 19 test results phone number for calls test results,,,
05/20-0364,Fri May 15 2020 15:54:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,"I want to know what the symptoms can be, not vague symptoms 'like a flu or cold"" - insufficient information",,,
05/20-0365,Fri May 15 2020 15:59:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,,,
05/20-0366,Fri May 15 2020 16:27:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Something is broken or incorrect,,,,
05/20-0367,Fri May 15 2020 16:40:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0368,Fri May 15 2020 16:43:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,My question is regarding transportation to church. If people had been car pooling all along prior to the lockdown can they still travel to church together as do ppl who carpool to work?,,,
05/20-0369,Fri May 15 2020 16:45:32 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,"J'ai une employée en nouvelle-écosse dont le conjoint reviendra lundi 18 mai de la colombie-britannique. Doit-il être placé en quarantaine ? Si oui, et qu'ils vivent ensemble et ne peuvent pas pratiquer l'isolement, devrait-elle venir au travail ?",,,
05/20-0370,Fri May 15 2020 17:14:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Can I carpool to work as an essential healthcare worker? Need more clarification. Thanks,,,
05/20-0371,Fri May 15 2020 17:44:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,"I was looking for the name of the virus that causes COVID-19, maybe SARS-CoV-2 ?",,,
05/20-0372,Fri May 15 2020 18:33:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0373,Fri May 15 2020 18:38:29 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0374,Fri May 15 2020 18:41:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,My brother lives in Muskoka and has every symptom and has been sick for a number of days. Where can he go to get tested. Lives near Gravenhurst,,,
05/20-0375,Fri May 15 2020 18:41:42 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,"With things opening up, can a cleaning lady come into our home? We have heart disease & one finished chemo Aug. 2019. I am worried.",,,
05/20-0376,Fri May 15 2020 18:56:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Le covoiturage es tu permis,,,
05/20-0377,Fri May 15 2020 19:23:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,J'ai été très malade et je veux savoir comment on peut déterminer si c'était le covid ou non,,,
05/20-0378,Fri May 15 2020 19:32:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,seniors complex got help from grand kids over 3 days and got reminder of social distansing this is not a seniors home but an apartment complex partment,,,
05/20-0379,Fri May 15 2020 20:07:14 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Je veux savoir les rassemblement sont permis,,,
05/20-0380,Fri May 15 2020 20:20:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,5 days after being exposed to virus you get sick?,,,
05/20-0381,Fri May 15 2020 20:28:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,"going to Nb for the day, do I need to self isolate",,,
05/20-0382,Fri May 15 2020 20:29:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Can a person with covid that has a fever take fever reducing medications?,,,
05/20-0383,Fri May 15 2020 21:05:04 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Combien de temps une personne peut-elle être infectée?,,,
05/20-0384,Fri May 15 2020 21:31:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,Looking for the exact non medical mask suppose to be worn,,,
05/20-0385,Fri May 15 2020 21:01:32 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,Besoin de savoir pour les promenades en motos ce qui est permis ou non Nombre de motos ensemble,,,
05/20-0386,Fri May 15 2020 21:03:25 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Combien de temps une personne peut elle être infectée?,,,
05/20-0387,Fri May 15 2020 21:53:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,"Can I get Virus from a person who had it, officially diagnosed. But has beat it. Has been symptom free for 4 days. But his last test, 4 days ago was still positive?",,,
05/20-0388,Fri May 15 2020 21:55:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0389,Fri May 15 2020 22:11:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,Can I clean and reuse my blue work surgical mask And still be protected?,,,
05/20-0390,Fri May 15 2020 22:24:46 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,,,
05/20-0391,Fri May 15 2020 22:37:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,I would like to know how long symptoms of coronavirus last.,,,
05/20-0392,Fri May 15 2020 23:04:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,"Bonjour, j'ai le covid et ma période de confinement est lundi et j'ai encore des symptômes. Le rhume avec écoulement nasal. Que dois je faire si j'ai encore ce symptômes ? Passer un test ou attendre que ça passe avant de sorti?",,,
05/20-0393,Fri May 15 2020 23:51:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,,,,
05/20-0394,Fri May 15 2020 23:55:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Comment je peux me soyeux Du covid 19?,,,
05/20-0395,Sat May 16 2020 00:09:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Other reason,enquiring about news report of red inflammation on single toe as a virus symptoms. True or false.,,,
05/20-0396,Sat May 16 2020 00:13:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,,,
05/20-0397,Sat May 16 2020 00:24:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0398,Sat May 16 2020 00:31:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,How many people can attend a wedding?,,,
05/20-0399,Sat May 16 2020 00:42:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,They are saying there are other symptoms but none are listed here,,,
05/20-0400,Sat May 16 2020 00:45:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Can I go any Bruce Trail for hiking?,,,
05/20-0401,Sat May 16 2020 01:01:02 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,,"POur les 70 ans et plus , quelles sont les consignes?",,,
05/20-0402,Sat May 16 2020 01:12:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0403,Sat May 16 2020 01:46:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Fever temperature for someone infected.,,,
05/20-0404,Sat May 16 2020 02:15:40 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,déménagement,,,
05/20-0405,Sat May 16 2020 02:38:52 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,,,
05/20-0406,Sat May 16 2020 02:42:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Information on how to reduce symptoms at home would be useful,,,
05/20-0407,Sat May 16 2020 02:55:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,Je veux savoir le nombre de personnes en regroupement en deconfinement,,,
05/20-0408,Sat May 16 2020 03:00:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,What if the air in my office is making Me sick,,,
05/20-0409,Sat May 16 2020 03:41:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,,,
05/20-0410,Sat May 16 2020 04:00:00 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0411,Sat May 16 2020 04:54:47 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0412,Sat May 16 2020 04:55:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Are cold sores an indication of Covid -19 ?,,,
05/20-0413,Sat May 16 2020 05:02:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Is sneezing and itchy skin a symptom of the disease?,,,
05/20-0414,Sat May 16 2020 05:49:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Tout les syndromes possible de la covid-19,,,
05/20-0415,Sat May 16 2020 06:39:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,,,,
05/20-0416,Sat May 16 2020 07:09:03 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0417,Sat May 16 2020 08:31:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,What temperature is considered a fever?,,,
05/20-0418,Sat May 16 2020 09:29:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Are there any updated on returning Canadians from abroad? What is the difference between isolation and self quarantime?,,,
05/20-0419,Sat May 16 2020 10:06:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Other reason,I want biological answers to my question,,,
05/20-0420,Sat May 16 2020 10:28:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0421,Sat May 16 2020 10:46:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,I was looking for a sign or notice I can print to tape on my front door so people know I am conserned on what is going on.,,,
05/20-0422,Sat May 16 2020 12:28:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,How to make a mask,,,
05/20-0423,Sat May 16 2020 12:41:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0424,Sat May 16 2020 13:30:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,what are the symptons,,,
05/20-0425,Sat May 16 2020 13:35:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,What % if deaths were purely due to Covid and what % had underlying health conditions?,,,
05/20-0426,Sat May 16 2020 14:46:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Is wearing nitrile gloves of benefit when shopping?,,,
05/20-0427,Sat May 16 2020 15:04:49 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,,,
05/20-0428,Sat May 16 2020 15:10:09 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Cette nuit je me suis réveiller et j’étais toute en sueur .ces tu un smtome.,,,
05/20-0429,Sat May 16 2020 15:13:21 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,,,
05/20-0430,Sat May 16 2020 15:51:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,"La conjointe d'un travailleur a testé positif. Elle continue d'avoir des symptômes. Elle est finalement testé négatif. Le travailleur est en isolement pendant 14jrs à partir de quand ? A partir du test positif, des derniers symptômes ou résultat négatif ? Merci",,,
05/20-0431,Sat May 16 2020 16:53:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,I’m not in the right place,I am looking for test results,,,
05/20-0432,Sat May 16 2020 17:03:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,I have a severe headache and do not get any relief with pain relievers could this be covid 19 related,,,
05/20-0433,Sat May 16 2020 18:05:07 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,,,
05/20-0434,Sat May 16 2020 18:38:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,How long do i leave grocery bags with food on the side not to be touched.,,,
05/20-0435,Sat May 16 2020 18:47:02 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Je voudrais savoir sa faire deux fois j’ai j’ai prestation urgence pis je pas ou faire remplir les choses à chaque mois .,,,
05/20-0436,Sat May 16 2020 19:31:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,"If sars and Mers are part of the carona virus, why was it that Canada and the rest of the world were so unprepared for it and didn’t really know how to treat it. Should China be held responsible for this ?",,,
05/20-0437,Sat May 16 2020 20:10:30 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,Other reason,"J,ai mal a la gorge la meilleure recette",,,
05/20-0438,Sat May 16 2020 20:15:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Can you self isolate in a home with other relatives?,,,
05/20-0439,Sat May 16 2020 20:22:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Something is broken or incorrect,"YOUR PAGE MOVES TOO FAST, DOES NOT GIVE ME A CHANCE TO READ, I'M NOT A SPEED READER",,,
05/20-0440,Sat May 16 2020 20:27:26 GMT+0000 (Coordinated Universal Time);Coronavirus disease (COVID-19): Prevention and risks;/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html;No;Other reason;Im picking up my daughter who is coming in from New Zealand. We live in Gibsons BC. I can not make the last ferry home so we are staying overnight in Richmond. then going home on the next day to isolate. Do I have to isolate if Im picking her up.,,,,,,,
05/20-0441,Sat May 16 2020 20:38:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,,,
05/20-0442,Sat May 16 2020 20:57:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,to have a executive meeting how many people can be there inside.,,,
05/20-0443,Sat May 16 2020 21:47:59 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Je cherche les règlements concernant le coronavirus et les rassemblements,,,
05/20-0444,Sat May 16 2020 21:53:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The information isn’t clear,"No definition of ""prolonged exposure"". No discussion of disease transmission indoors, e.g. an office. No discussion of how the virus spreads through air currents, e.g. HVAC equipment.",,,
05/20-0445,Sat May 16 2020 22:02:07 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,"je cherche des informations sur les endroits, surfaces, objets, personnes, vêtements où le virus se dépose et risque d'infecter une personne et sur leur persistance sur ces lieux où il se dépose",,,
05/20-0446,Sat May 16 2020 22:22:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,I’m not in the right place,,,,
05/20-0447,Sat May 16 2020 22:23:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The information isn’t clear,,,,
05/20-0448,Sat May 16 2020 22:42:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Can the family visit,,,
05/20-0449,Sat May 16 2020 22:56:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,I’m not in the right place,,,,
05/20-0450,Sat May 16 2020 23:00:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The information isn’t clear,,,,
